property_type,sector,balcony,agePossession,luxury_category,floor_category,facing,bedRoom,bathroom,built_up_area,servant room,store room,furnishing_type,price
flat,sector 85,3,Moderately Old,Class D,Middle Floor,East,4,4,1575.0,0,0,0,0.9
flat,sector 66,3,Relatively New,Class C,High Floor,South-East,2,3,1470.0,1,0,0,1.85
flat,sector 67,1,Relatively New,Class D,High Floor,South,1,1,826.0,0,0,1,1.0
flat,sector 106,3,Relatively New,Class D,Middle Floor,North-West,3,4,1305.0,1,0,1,1.15
flat,sector 69,1,Relatively New,Class A,Middle Floor,North,3,3,1422.0,0,0,1,1.4
flat,sector 108,3+,Relatively New,Class B,Middle Floor,South-East,3,4,1500.29,1,0,1,1.7
flat,sector 37d,3,Relatively New,Class B,Middle Floor,North-West,3,3,1700.0,0,0,1,1.1
flat,sector 89,3,Moderately Old,Class B,Middle Floor,East,3,2,1405.0,0,1,0,1.55
ind-house,sector 26,3+,Moderately Old,Class D,Low Floor,East,4,4,1800.0,0,1,1,5.5
flat,sector 106,3,New Property,Class A,Middle Floor,North-East,2,2,1200.0,0,0,0,0.97
ind-house,sector 41,3+,Moderately Old,Class C,Low Floor,North,9,9,5000.0,1,1,0,9.25
flat,sector 92,3,Moderately Old,Class D,Low Floor,South-West,3,2,1333.0,0,0,0,0.6
flat,sector 103,3,New Property,Class A,Low Floor,East,2,2,1089.0,0,0,1,0.8
ind-house,sector 109,3+,Relatively New,Class A,Low Floor,East,4,5,5400.0,1,1,1,5.7
flat,sector 63a,3,Under Construction,Class D,Low Floor,North-West,3,3,1350.0,0,0,1,3.5
flat,sector 102,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1400.0,1,0,0,1.35
flat,sector 88a,2,Under Construction,Class D,Low Floor,South-East,3,2,663.0,0,0,1,0.5
flat,sector 112,2,Relatively New,Class C,Low Floor,South-West,3,5,2800.0,1,0,1,3.65
flat,sector 69,0,Relatively New,Class C,Low Floor,East,2,3,1100.0,0,0,1,1.2
flat,sector 99a,2,New Property,Class D,Low Floor,West,2,2,1135.0,0,0,1,0.85
flat,sector 107,3+,Relatively New,Class A,Middle Floor,West,2,2,1203.0,0,0,1,0.75
flat,sector 79,3,Relatively New,Class A,Middle Floor,South-West,3,4,1418.0,1,0,0,1.55
ind-house,sector 3a,1,Moderately Old,Class D,Low Floor,South-East,2,2,810.0,0,0,1,0.55
flat,sector 83,3,Relatively New,Class A,Middle Floor,West,3,3,1600.0,1,0,0,1.75
ind-house,sector 33,3,New Property,Class C,Low Floor,East,5,6,4125.0,1,0,1,11.0
flat,sector 102,2,Relatively New,Class D,Middle Floor,North,2,2,915.0,0,0,1,0.95
ind-house,sector 38,3+,Moderately Old,Class D,Low Floor,North-East,6,6,1836.0,1,0,1,3.9
flat,sector 89,2,New Property,Class C,Low Floor,North,2,2,1000.0,0,0,1,0.9
flat,sector 56,3,Moderately Old,Class D,Low Floor,South,3,3,2200.0,0,0,1,1.7
ind-house,sector 11,3+,Old Property,Class D,Low Floor,North-East,10,6,3500.0,0,0,1,1.35
flat,sector 84,3+,Relatively New,Class C,High Floor,North-West,2,2,1088.0,0,0,1,0.54
flat,sector 85,2,Relatively New,Class D,Middle Floor,North-East,3,4,1650.0,1,0,1,1.2
flat,nirvana country pocket h,3+,Relatively New,Class D,Low Floor,South,3,3,1662.0,0,0,1,1.85
flat,sector 79,3,Relatively New,Class A,Middle Floor,North-West,2,2,1254.0,0,0,1,1.18
flat,sector 93,2,Relatively New,Class D,Middle Floor,North,2,2,661.0,0,0,1,0.38
ind-house,sector 25,3+,Old Property,Class C,Low Floor,North-East,5,6,3618.0,0,0,0,13.5
ind-house,sector 86,3+,Moderately Old,Class B,Low Floor,East,4,4,3400.0,1,1,0,2.5
flat,sector 60,2,Relatively New,Class A,Low Floor,North-East,2,3,1520.0,0,1,0,2.05
flat,sector 107,3,Relatively New,Class D,Low Floor,North-East,2,2,1282.0,0,0,1,1.15
flat,sector 111,3+,Relatively New,Class C,Middle Floor,North-East,4,5,2675.0,1,0,1,3.45
flat,sector-33 sohna,3,New Property,Class D,Low Floor,South,4,4,2371.0,1,0,0,2.96
flat,sector 37c,3,Moderately Old,Class C,Middle Floor,South-West,3,3,1537.0,0,0,0,0.9
ind-house,sector 24,3+,Relatively New,Class C,Low Floor,East,4,4,1350.0,1,0,0,5.25
flat,sector 70,3,Relatively New,Class A,Low Floor,North,3,4,1588.0,1,0,2,1.65
flat,sector 49,3+,Old Property,Class C,Middle Floor,East,3,3,2061.0,0,0,0,2.51
flat,sector 70a,2,Relatively New,Class D,High Floor,North-East,2,2,1262.0,0,0,1,1.4
flat,sohna road,2,Relatively New,Class A,Low Floor,East,2,2,939.0,0,0,1,0.53
flat,sector 56,3,Relatively New,Class B,Low Floor,South,3,2,2250.0,0,0,0,2.11
ind-house,sector 105,2,Moderately Old,Class D,Low Floor,West,2,2,56.0,0,0,1,0.38
flat,sector 37c,3,Relatively New,Class D,Middle Floor,South-East,2,3,1443.0,0,0,1,0.85
flat,sector 61,3,Moderately Old,Class C,High Floor,North-West,3,3,1541.0,0,0,0,2.0
flat,sector 70,3,Relatively New,Class C,Middle Floor,North,3,3,1529.0,1,0,1,1.62
flat,sector 85,3+,New Property,Class D,Middle Floor,West,4,5,2017.0,1,0,0,1.5
ind-house,sector 50,2,Moderately Old,Class A,Low Floor,West,4,4,4500.0,1,0,1,15.0
flat,sector 70a,3,Relatively New,Class A,Middle Floor,West,3,4,2131.0,1,0,1,2.52
ind-house,sector 49,1,Old Property,Class D,Low Floor,South,3,3,1701.0,0,0,0,3.75
flat,sohna road,2,New Property,Class B,Low Floor,North-West,2,2,916.0,0,0,1,0.68
flat,sector 85,3+,Relatively New,Class A,Low Floor,South,4,5,2549.0,1,0,1,2.15
ind-house,sector 10a,3,Moderately Old,Class D,Low Floor,North,3,4,1836.0,0,0,0,3.6
flat,sector 93,0,Relatively New,Class D,Middle Floor,North-East,2,2,597.0,0,0,1,0.85
ind-house,sector 9,2,Old Property,Class D,Low Floor,South-East,2,2,37.0,0,0,1,0.22
flat,sector 77,3,Relatively New,Class B,Low Floor,West,3,4,1611.0,1,0,0,1.25
flat,sector 109,3+,Moderately Old,Class B,Middle Floor,East,3,3,2307.0,1,0,1,1.68
flat,sector 99,2,Relatively New,Class D,Middle Floor,North-East,2,2,784.0,0,1,1,0.72
flat,sector 65,3,Relatively New,Class C,High Floor,North-East,3,3,1829.0,0,0,1,2.78
flat,sector 88a,3,Relatively New,Class A,Middle Floor,South-East,2,2,1381.0,0,0,1,1.15
flat,sector 81,3+,Relatively New,Class B,High Floor,North,3,4,1559.0,1,0,1,2.35
flat,sector 43,2,Under Construction,Class D,Middle Floor,East,3,4,2125.0,0,0,1,4.2
flat,sector 102,3+,Relatively New,Class A,Middle Floor,North-East,3,4,1900.0,1,0,0,2.0
flat,sector 95,2,Relatively New,Class B,Middle Floor,North,2,2,1300.0,0,0,1,0.43
flat,sohna road,3,New Property,Class C,Low Floor,North-West,3,3,2444.0,1,0,1,1.35
flat,gwal pahari,2,New Property,Class D,Low Floor,North,2,2,833.0,0,0,0,1.0
flat,sector 69,2,Relatively New,Class C,Low Floor,South-West,3,3,1306.0,0,0,1,1.43
ind-house,sector 112,3+,Relatively New,Class C,Low Floor,East,4,4,6350.0,1,0,0,7.46
flat,sector 69,1,Relatively New,Class B,Middle Floor,South-East,4,4,1786.0,0,0,1,1.66
ind-house,sector 7,2,Old Property,Class D,Low Floor,South-East,4,2,1575.0,0,0,1,1.75
flat,sector 108,2,Relatively New,Class D,High Floor,West,3,4,2343.0,1,0,1,3.95
ind-house,sector 13,3+,Old Property,Class D,Low Floor,North,10,5,8100.0,0,0,1,9.0
flat,sector 111,3+,Under Construction,Class D,Middle Floor,North,3,4,2108.0,1,0,1,1.65
flat,sector 69,3+,Relatively New,Class D,Middle Floor,East,4,5,2916.0,0,0,1,3.25
flat,sector 50,3+,Moderately Old,Class A,Low Floor,North-East,3,4,2450.0,1,0,0,3.1
ind-house,sector 26,3+,Relatively New,Class D,Low Floor,North-East,5,5,4518.0,1,0,2,13.5
ind-house,sector 39,2,Old Property,Class D,Low Floor,South-East,1,1,892.0,0,0,1,1.6
flat,sector 112,3,Relatively New,Class C,Middle Floor,East,2,2,1500.0,1,1,0,3.1
flat,sector 85,3+,Relatively New,Class A,High Floor,East,2,2,1381.0,0,1,1,1.15
flat,sector 81,3,Relatively New,Class B,Middle Floor,South,2,2,700.0,0,0,1,0.49
flat,sector 103,2,New Property,Class D,Middle Floor,North-West,1,2,402.0,0,0,1,0.3
flat,sector 54,3+,Old Property,Class D,Low Floor,North-West,4,3,1900.0,0,0,0,1.75
ind-house,sector 105,1,Moderately Old,Class D,Low Floor,East,3,3,1125.0,0,0,1,1.3
ind-house,sector 46,2,Moderately Old,Class C,Low Floor,North-East,5,4,1836.0,0,1,0,4.25
ind-house,sector 43,0,Old Property,Class D,Low Floor,South-West,1,1,1935.0,0,0,1,5.5
ind-house,sector 106,3+,New Property,Class A,High Floor,North-East,5,4,4000.0,1,1,1,5.6
flat,sector 50,3+,Moderately Old,Class A,Middle Floor,North-East,3,4,1870.0,1,0,0,1.8
flat,sector 102,3+,New Property,Class C,High Floor,North-East,3,4,1948.0,1,0,0,2.5
flat,sector 102,2,New Property,Class A,Middle Floor,South,2,2,1147.0,0,0,1,1.99
flat,sector 71,3,Moderately Old,Class C,Middle Floor,South,4,4,1988.0,1,0,1,1.32
ind-house,sector 26,2,Moderately Old,Class B,Low Floor,North-East,4,5,3240.0,1,0,0,12.5
flat,sector 106,0,Relatively New,Class C,High Floor,North-East,3,3,2450.0,0,0,1,3.9
flat,sector 61,3,New Property,Class B,Low Floor,South-West,3,3,1224.0,1,0,1,2.45
flat,sector 102,3,Relatively New,Class A,Low Floor,North-East,3,3,1656.0,0,0,1,1.77
ind-house,sector 23,3+,Old Property,Class C,Low Floor,North-East,5,5,1557.0,0,0,0,2.8
flat,sector 84,3,Relatively New,Class C,High Floor,South,3,4,1705.0,1,0,1,1.52
flat,sector 113,3+,New Property,Class C,Middle Floor,South-West,3,3,1980.0,1,0,1,2.48
flat,sector 92,3,Relatively New,Class D,Middle Floor,North,3,4,1809.0,1,0,1,1.55
flat,sector 67,3+,Relatively New,Class D,Low Floor,North,4,4,3160.0,1,0,0,4.5
flat,sector 108,2,Relatively New,Class D,Low Floor,North,2,2,2060.0,0,0,1,1.0
flat,sector 70,3,Relatively New,Class B,Middle Floor,North-East,3,5,1529.0,1,0,1,1.64
ind-house,sector 28,3+,Relatively New,Class C,Low Floor,East,4,5,2844.0,1,1,0,11.75
flat,sector 89 a,3,New Property,Class C,Middle Floor,North-West,3,3,1777.0,0,0,1,1.6
ind-house,sector 105,3,Moderately Old,Class D,Low Floor,East,5,3,3500.0,0,0,1,1.35
flat,sector 95,2,Relatively New,Class C,Middle Floor,North-East,2,2,508.0,0,0,1,0.29
ind-house,sector 3a,0,Moderately Old,Class D,Low Floor,North-East,1,1,1000.0,0,0,1,0.6
flat,sector 108,2,New Property,Class B,Middle Floor,North,2,2,1252.0,0,0,0,2.4
ind-house,sector 7,1,Old Property,Class D,Low Floor,East,1,1,758.0,0,0,1,0.69
flat,sohna road,2,Relatively New,Class D,Low Floor,North,2,2,743.0,0,0,1,0.3
ind-house,sector 7,1,Old Property,Class D,Low Floor,North-West,3,2,900.0,0,0,1,0.45
flat,samaspur,0,Relatively New,Class D,Middle Floor,South-East,2,2,1167.0,0,0,1,0.55
flat,sector 36a,2,New Property,Class D,High Floor,East,3,3,2301.0,0,0,1,3.65
flat,sector 70a,3,Relatively New,Class B,Middle Floor,South-West,3,3,1949.0,1,0,1,2.4
flat,sector 3,2,Old Property,Class C,Low Floor,North-East,2,2,900.0,0,0,1,0.58
flat,sector 69,3,Relatively New,Class B,Middle Floor,North-East,3,2,1473.0,0,0,1,0.9
flat,sector 56,3+,Old Property,Class C,Middle Floor,South,3,4,1900.0,1,0,0,1.54
flat,sector 111,2,Relatively New,Class A,Middle Floor,West,3,4,2087.0,1,0,0,2.65
flat,sector 82a,3+,Relatively New,Class D,Middle Floor,South-West,4,4,2273.0,0,0,2,2.55
flat,sector 86,1,Relatively New,Class D,Low Floor,East,2,2,668.0,0,0,1,0.5
ind-house,sector 5,0,Relatively New,Class D,Low Floor,North-East,2,1,1100.0,0,0,1,0.55
ind-house,sector 4,1,Moderately Old,Class D,Low Floor,North-West,1,1,432.0,0,0,1,0.4
ind-house,sector 31,3+,Old Property,Class D,Low Floor,East,2,4,1460.0,0,0,1,4.6
flat,sector 102,3+,Relatively New,Class C,Middle Floor,North-East,4,4,4630.0,0,0,0,4.55
ind-house,sector 8,1,Relatively New,Class D,Low Floor,North-East,2,3,450.0,0,0,1,0.32
flat,sector 85,3+,Relatively New,Class C,Middle Floor,East,4,5,2549.0,0,0,0,2.1
flat,sector 60,2,Relatively New,Class A,Low Floor,North-East,2,2,1350.0,0,0,0,2.12
flat,sector 74,3+,Relatively New,Class B,Middle Floor,South,2,2,1300.0,0,0,1,1.57
flat,sector 81,3+,Relatively New,Class A,Low Floor,North-East,4,5,3073.0,1,0,0,3.3
ind-house,sector 57,3+,Old Property,Class D,Low Floor,North-East,5,6,3438.0,1,1,1,8.31
flat,sector 113,2,Relatively New,Class B,Middle Floor,North,2,2,1432.0,0,0,1,1.75
flat,sector 77,3,Relatively New,Class C,Low Floor,North-East,3,3,1311.0,0,0,0,1.5
flat,sector 85,3+,Relatively New,Class D,Low Floor,North-East,4,4,2500.0,1,0,0,2.05
flat,sector 83,3+,Relatively New,Class A,High Floor,West,5,7,3200.0,1,0,0,3.15
flat,sector 81,3,Relatively New,Class B,Middle Floor,South,2,2,700.0,0,0,1,0.5
flat,sector 61,2,Under Construction,Class D,Low Floor,North-East,3,3,1630.0,0,0,1,2.57
flat,sector 102,3+,New Property,Class A,High Floor,North-East,3,3,1700.0,0,0,1,1.9
flat,sector 85,2,Relatively New,Class B,Middle Floor,North,3,3,1402.0,0,0,1,0.9
flat,sector 107,3,Relatively New,Class C,Middle Floor,West,3,3,1549.0,0,0,1,1.3
flat,sector 86,2,New Property,Class C,Middle Floor,East,4,6,2526.0,1,0,1,1.3
flat,sector 67,2,Relatively New,Class A,High Floor,South-West,3,4,2200.0,1,0,0,3.05
flat,sector 62,3,Relatively New,Class B,High Floor,East,4,6,3936.0,1,1,0,9.14
flat,sohna road,1,Relatively New,Class D,Low Floor,West,2,2,577.0,0,0,1,0.29
flat,sector 66,2,Relatively New,Class A,Middle Floor,North-East,3,4,1800.0,1,0,0,2.1
flat,sector 61,2,New Property,Class D,Low Floor,North-East,2,2,1278.0,0,0,1,1.6
ind-house,sector 50,3,Moderately Old,Class D,Low Floor,East,5,5,3240.0,1,0,1,11.58
ind-house,sector 33,3+,New Property,Class B,Low Floor,North,5,5,4770.0,1,1,0,8.5
flat,sector 81,3+,Relatively New,Class A,Middle Floor,South-East,3,4,1760.0,1,0,2,2.34
ind-house,sector 24,2,Old Property,Class D,Low Floor,South-West,4,2,540.0,0,0,1,1.44
flat,sector 89,2,New Property,Class D,Low Floor,West,2,2,1226.0,1,0,1,0.95
flat,sector 79,3+,Relatively New,Class B,High Floor,East,3,3,1155.0,0,0,0,1.2
flat,sector 93,2,New Property,Class D,Middle Floor,South,2,2,604.0,0,0,1,0.4
flat,sector 90,3+,Relatively New,Class B,Middle Floor,South,4,4,2000.0,0,0,1,1.78
flat,sector 68,3,Relatively New,Class B,Middle Floor,West,2,2,1130.0,0,0,0,1.13
flat,sector 63,0,New Property,Class C,High Floor,West,4,4,3950.0,0,0,1,8.5
ind-house,maruti kunj,0,New Property,Class D,Low Floor,East,3,3,567.0,0,0,1,0.42
flat,sector 92,3,Relatively New,Class D,Low Floor,East,3,3,1741.0,0,0,1,1.5
flat,sector 79,2,New Property,Class D,Low Floor,East,4,5,2675.0,1,0,1,2.55
flat,sector 85,3,Relatively New,Class C,High Floor,North-East,2,2,1300.0,0,1,1,1.22
flat,sector 90,3+,Relatively New,Class B,High Floor,North-West,3,3,1648.0,0,0,0,1.15
flat,sector 113,3+,Moderately Old,Class B,High Floor,North,5,6,7294.0,0,0,1,6.0
flat,sector 37c,3+,Relatively New,Class B,Low Floor,South,3,3,1890.0,1,0,1,1.4
flat,sector 37d,3,Under Construction,Class D,Low Floor,South-East,3,3,1250.0,0,0,1,1.0
ind-house,sector 109,3+,Relatively New,Class D,Low Floor,East,7,5,4500.0,1,0,1,11.3
ind-house,sector 24,2,Old Property,Class D,Low Floor,North,4,4,2844.0,0,0,1,6.5
flat,sector 2,3,Moderately Old,Class C,Low Floor,East,2,2,1283.0,0,0,1,1.01
flat,sector 53,3,Under Construction,Class C,High Floor,North,3,3,2892.0,0,0,1,6.02
flat,sector 37d,3+,Relatively New,Class D,High Floor,North-East,3,2,1378.0,0,0,1,1.5
flat,sector 63,3,New Property,Class D,Low Floor,North-East,3,3,2700.0,0,0,1,3.25
flat,sector 67,3,Relatively New,Class A,Low Floor,North-East,3,3,2047.0,0,0,0,2.65
flat,sector 111,3+,Relatively New,Class B,Middle Floor,East,4,6,4080.0,1,0,1,5.25
flat,sector 85,3,Relatively New,Class D,Middle Floor,East,2,2,1660.0,0,0,1,1.17
flat,sector 86,3,Relatively New,Class C,Middle Floor,North-East,3,2,1480.0,0,0,2,1.45
flat,sector 69,2,Relatively New,Class A,Low Floor,South,4,4,1389.0,0,0,1,1.92
ind-house,sector 11,0,Moderately Old,Class D,Low Floor,North-East,5,3,1300.0,0,0,1,0.95
ind-house,sector 50,3,Moderately Old,Class D,Low Floor,North,5,5,3240.0,1,0,1,10.56
ind-house,sector 23,2,Moderately Old,Class B,Low Floor,East,3,3,2430.0,1,0,0,4.0
flat,sector 107,1,Relatively New,Class C,Middle Floor,East,2,2,545.0,0,0,1,0.3
ind-house,sector 41,3,New Property,Class D,Low Floor,North-East,3,3,1400.0,1,0,0,2.65
flat,sector 50,3+,Old Property,Class B,Middle Floor,North,3,3,2362.0,1,0,0,3.0
ind-house,sector 83,3+,New Property,Class D,Low Floor,North-West,3,3,2160.0,1,0,1,1.7
flat,sector 56,3+,Relatively New,Class B,Middle Floor,East,4,4,2300.0,0,0,0,2.09
flat,sector 82a,3,Under Construction,Class C,Middle Floor,East,4,4,3905.0,1,1,0,2.91
flat,sector 90,3+,Relatively New,Class B,High Floor,South,4,4,2726.0,1,0,1,1.88
ind-house,sector 66,3+,Relatively New,Class B,Low Floor,North-East,5,6,6667.0,1,1,0,19.0
flat,sector 104,3+,Relatively New,Class B,Middle Floor,South,4,4,2856.0,1,0,1,2.78
flat,sector 79,3+,Relatively New,Class B,Low Floor,North-East,3,3,1214.0,0,0,0,1.3
flat,sector 95,2,Relatively New,Class D,Middle Floor,North,2,2,1364.0,0,0,1,0.57
flat,sector 86,0,Relatively New,Class D,Low Floor,East,2,2,1360.0,0,0,1,0.8
flat,sector 86,1,Relatively New,Class D,High Floor,East,3,3,1723.0,0,0,1,1.5
flat,sector 68,3+,New Property,Class D,Middle Floor,North-East,3,2,1367.0,0,0,1,1.45
flat,sector 85,3,Relatively New,Class D,Middle Floor,North-East,3,4,2225.0,0,0,1,1.87
flat,sector 104,3+,New Property,Class C,Low Floor,East,4,5,2582.0,1,0,1,1.75
ind-house,sector 72,3+,Relatively New,Class D,Low Floor,South-West,4,5,7000.0,0,0,0,8.6
ind-house,sector 50,3+,Relatively New,Class A,Low Floor,South-East,5,7,5850.0,1,0,0,12.25
flat,sector 88b,3,New Property,Class D,Low Floor,South,2,2,1350.0,0,0,1,0.92
flat,sector 102,2,Relatively New,Class D,Middle Floor,North-East,1,1,750.0,0,0,1,0.45
flat,sector 85,3,Relatively New,Class C,Middle Floor,North,2,2,1173.0,0,0,1,1.1
ind-house,sector 54,0,Moderately Old,Class D,Low Floor,North,4,4,2430.0,0,0,1,5.7
ind-house,sector 2,3+,Old Property,Class D,Low Floor,East,5,6,2430.0,0,0,0,6.0
flat,sector 106,2,New Property,Class C,Middle Floor,West,2,2,1539.0,0,0,1,1.05
flat,sector 102,3+,Relatively New,Class C,Low Floor,South-West,3,3,2250.0,1,0,0,1.85
flat,sector 67,3+,Moderately Old,Class B,Middle Floor,South,4,4,2131.0,1,0,0,2.85
flat,sector 79,3+,Relatively New,Class A,Low Floor,North-East,3,4,2629.0,1,0,0,2.0
flat,sector 92,3,Under Construction,Class D,Middle Floor,North-East,2,2,1219.0,0,0,1,0.7
flat,sector 69,1,Relatively New,Class D,Middle Floor,South-East,2,1,584.0,0,0,1,0.6
flat,sector 69,1,Relatively New,Class A,Middle Floor,West,3,3,1709.0,0,0,1,1.38
flat,sector 48,3,Old Property,Class B,Low Floor,North,3,3,1600.0,0,0,0,1.5
flat,sector 74,3,Relatively New,Class A,High Floor,North-East,2,2,1300.0,0,1,1,1.5
flat,sector 65,3,Relatively New,Class B,Low Floor,South,4,4,2194.0,1,0,0,2.8
ind-house,sector 50,0,Moderately Old,Class D,Low Floor,North-West,5,6,3240.0,0,0,1,11.5
flat,sector 69,2,Relatively New,Class D,Low Floor,South-West,4,4,1822.0,0,0,1,1.9
flat,sector 37c,2,Relatively New,Class D,Low Floor,North,2,2,833.0,0,0,1,0.42
flat,sector 66,2,New Property,Class C,Middle Floor,East,3,3,1950.0,1,0,2,2.8
flat,sector 1 imt manesar,2,Moderately Old,Class D,Middle Floor,North-East,3,2,1510.0,0,0,1,0.85
ind-house,sector 108,0,Relatively New,Class D,Low Floor,North-East,1,1,2680.0,0,0,1,1.34
ind-house,sector 1,2,Moderately Old,Class D,Low Floor,South-East,4,3,1284.0,0,0,1,1.85
ind-house,sector 109,3+,New Property,Class D,Low Floor,North-East,4,4,5400.0,1,0,0,5.65
flat,sector 7,1,Relatively New,Class C,Low Floor,North-East,3,2,1100.0,0,0,0,0.8
flat,sector 85,3+,Relatively New,Class B,Low Floor,West,2,3,1578.0,0,1,1,1.04
flat,sector 56,3+,Relatively New,Class B,Low Floor,North,3,3,1900.0,1,0,0,1.5
flat,sector 37c,3+,Relatively New,Class D,Low Floor,North,3,3,1835.0,1,0,1,1.43
flat,sector 84,2,New Property,Class B,Low Floor,South-West,3,3,1626.0,1,1,0,1.48
ind-house,sector 47,3+,Moderately Old,Class C,Low Floor,East,2,6,1728.0,0,0,2,4.6
flat,sector 67a,2,Relatively New,Class C,Low Floor,South,2,2,581.0,0,0,1,0.62
flat,sector 104,3+,Relatively New,Class C,Middle Floor,East,2,2,1269.0,0,0,1,0.85
flat,sector 2,2,Moderately Old,Class C,Middle Floor,South,1,1,723.0,0,0,1,0.56
flat,sector 90,3+,Relatively New,Class B,Middle Floor,South,3,3,1929.0,1,0,0,1.3
flat,sector 84,3,Relatively New,Class C,Middle Floor,South-East,3,3,1750.0,0,0,1,1.35
ind-house,sector 82,0,Relatively New,Class D,Low Floor,West,4,3,3240.0,0,0,1,6.5
flat,sector 109,3,Relatively New,Class D,Middle Floor,North-East,3,3,1550.0,0,0,0,1.75
flat,sohna road,1,New Property,Class C,Low Floor,South,2,2,669.0,0,0,0,0.4
flat,sector 84,3,Relatively New,Class D,Middle Floor,South-East,2,2,1395.0,0,0,1,1.15
ind-house,sector 109,3,Relatively New,Class C,Low Floor,East,5,6,4500.0,1,1,1,12.5
flat,sector 104,3+,Relatively New,Class C,Middle Floor,South,3,4,2133.0,1,0,0,2.45
flat,sector 99a,1,Relatively New,Class D,Middle Floor,South-West,2,2,538.0,0,0,1,0.27
ind-house,sector 25,3+,Old Property,Class C,Low Floor,North-West,9,9,2844.0,0,0,1,9.5
flat,sohna road,1,Relatively New,Class D,High Floor,South-West,2,2,650.0,0,0,1,0.42
ind-house,sector 17,3,Old Property,Class D,Low Floor,East,2,5,1440.0,0,0,1,3.5
ind-house,sector 50,3+,Relatively New,Class B,Low Floor,East,3,9,2160.0,1,0,2,5.88
flat,sector 79,3+,New Property,Class D,Low Floor,North-East,2,2,1225.0,0,0,0,1.1
ind-house,sector 82,3+,New Property,Class D,Low Floor,South-West,3,3,2160.0,1,0,1,4.7
flat,sector 83,3,Relatively New,Class B,Middle Floor,South-West,3,3,1539.0,0,1,1,1.08
ind-house,sector 50,0,Moderately Old,Class D,Low Floor,East,5,6,3000.0,0,0,1,6.5
ind-house,sector 8,1,Moderately Old,Class D,Low Floor,East,1,1,556.0,0,0,1,0.45
flat,sector 67a,0,New Property,Class D,Low Floor,East,4,4,2556.0,0,0,1,1.85
flat,sector 85,3+,Under Construction,Class B,High Floor,North-East,3,3,2032.0,0,0,1,1.83
flat,sector 90,3,Relatively New,Class C,Middle Floor,North-East,2,2,1444.0,0,0,1,0.75
flat,sector 69,2,New Property,Class B,Middle Floor,South,4,4,1822.0,0,0,1,1.7
flat,sector 112,3,Relatively New,Class A,Middle Floor,East,2,2,1939.03,0,0,0,2.5
ind-house,sector 39,3+,Moderately Old,Class D,Low Floor,North-East,5,5,4500.0,1,0,0,15.0
flat,sector 54,3+,Old Property,Class C,Middle Floor,North,3,3,2122.0,1,0,1,3.85
ind-house,sector 7,2,Old Property,Class D,Low Floor,North-West,2,3,963.0,0,0,1,1.3
flat,sector 81,3+,Moderately Old,Class D,Middle Floor,North-West,4,4,2496.0,1,0,1,3.25
flat,sector 65,2,Relatively New,Class D,High Floor,North-West,2,2,1358.0,0,0,1,1.9
ind-house,sector 109,3+,New Property,Class A,Low Floor,North-East,5,5,3600.0,1,1,0,8.75
flat,sector 81,3+,Relatively New,Class A,Middle Floor,East,3,2,1320.0,0,0,1,1.1
flat,sector 67,3+,Moderately Old,Class A,Middle Floor,South-West,3,4,1754.0,1,0,0,2.35
flat,sector 81,2,Under Construction,Class D,Low Floor,North,2,2,1194.0,0,0,1,0.89
flat,sector 83,2,Moderately Old,Class D,Middle Floor,East,2,2,1197.0,0,1,1,0.8
flat,sector 90,3+,Relatively New,Class C,High Floor,West,3,3,1584.0,0,0,1,1.21
flat,sector 65,3,Relatively New,Class C,Low Floor,South-East,3,3,1500.0,1,0,0,2.35
flat,sector-11 sohna,2,New Property,Class B,Middle Floor,East,2,2,658.0,0,0,1,0.35
flat,sector 79,3+,Relatively New,Class D,Middle Floor,South-East,3,3,2244.0,0,0,1,2.5
ind-house,sector 109,3+,New Property,Class A,Low Floor,North-East,4,6,3600.0,1,1,1,8.48
flat,sector 61,3,Relatively New,Class D,High Floor,South-East,3,3,1594.0,0,0,0,2.1
ind-house,sector 26,2,Old Property,Class D,Low Floor,North,6,6,4518.0,1,0,0,18.0
